Category,Message,content
neg,was a second phase of minerals growing that's what these other ones are it's,0
neg,security cameras to detect their location be alert when the robber,0
neg,fashion shut up poby,0
neg,got to a point where is one point no and then they closed it was some crisis in,0
pos,and yeah thanks no seriously thank you for coming out here and doing this,1
pos,"25,000 in one day so go take your car that like 10 people bought brick I'm the",1
neg,no relax it got for attack seven well this will actually holy,0
neg,know [ __ ] the jokes it's all the money now as an a-list celebrity robot attack,0
neg,i'm going to figure out if you know what the value that is because i'm going to,0
neg,what is even in here that's what is this this is a tamagotchi,0
neg,it kind of goes from kind of a solid color to kind of the,0
neg,you know whatever and then we got this guy this is gonna be this is probably,0
pos,deodorant commercial I've sold that you know how many copies,1
neg,real life oh my lord,0
neg,the age of 18 stain it's recent winter when teachers just happy there's a back,0
neg,ask me how I was doing hurry up hose your date I'm doing good,0
neg,why I didn't read the end yes it's it's the currency of Japan No,0
neg,you've all the stupid 90s snacks nobody gives a about those you can get,0
neg,he got summon two zero zero illusions with,0
neg,game with like four people in your living room airheads time to defeat them,0
neg,to decide don't get hit by the flying Chuck game over if Marika gets hit,0
neg,no i mean every single one of these is a surprise you never know until you pop,0
neg,getting kind of that glassy appearance of them that looks,0
neg,sport ever invented but you guys didn't have pickleball everyone should know,0
neg,they're very angry good good good good good good good,0
neg,impossible [ __ ] god I can't,0
neg,they were like you [ __ ] say that like,0
neg,here what do I end up,0
neg,we got two more we got the big one that's left,0
neg,they're cool they're really cool they're awesome and they uh maybe they make good,0
neg,oh glow angel nightmite i'm waiting for a gold foil hi,0
neg,about 100 no none is the tower of height,0
neg,it's probably from the mayan times,0
neg,all these coins too all sorts of coins wow,0
neg,that's to reel in our each player becomes famous by earning Fame points,0
pos,you just asked me that's the question is four of the three,1
pos,from run run out of the class to one two two,1
pos,but they're cool they're really cool they're awesome and they uh maybe they,1
neg,three thank you excellent,0
neg,packets in the minecraft diamonds that we found earlier it's really nothing,0
neg,time for a big guy oh this one is this one's really heavy this one is,0
neg,cave this looks like a cave it's kind of like a mini cave yeah,0
neg,then it's the slogan that word throat beat the high score of winter commercial,0
neg,go take a virtual field trip and they're at no cost to the public that's free,0
pos,are they all male i thought it was the same question,1
neg,the tv shows but usually you call a guy,0
neg,oh my god oh dude don't there could be valuables,0
neg,presents them well they present but like then developed by polygon magic,0
neg,you got some really nice crystal faces especially on this one right here so,0
pos,call the guy if you could brought me these you call,1
neg,think the whole games just [ __ ] weird because we're starting so late this,0
neg,of rock did you see these look up here these came out of the ground i really,0
neg,turn 35 this year now you give me an English paper to,0
neg,because I know this is a toenail that was just a monsters toenail like a,0
neg,no no no use l1 r1 to toggle you need,0
neg,holographic storm platy a drago sum a toy rex,0
neg,seven or eight more after this all right we're gonna do rapid fire see,0
neg,"2,000 2,300 but six-fifty",0
neg,oh my god oh my god I hate this one they keep changing the questions I think I,0
pos,hang on to these they smell too mm-hmm that does gold,1
neg,me try to get this at least once I can't,0
neg,though this is plastic you don't know that that's what that is it's reflecting,0
neg,use one of these i worked for 10 years in the industry,0
neg,physical even though I've won it twice I have any celebrity partners Paris cranny,0
neg,moving get this [ __ ] boat move but how do you get away from this,0
neg,we can this way right enough chain let's do it,0
pos,minecraft diamond you know what starter valley is right,1
neg,well that was worth it that was absolutely worth it,0
neg,camera so this is quartz quartz yes can we see under here,0
pos,and i i do i stop you and say did i do something wrong i mean this is this is,1
neg,I don't have no idea how the [ __ ] my space man,0
neg,is it alive i think it's still alive should i feed him,0
neg,a little bit different we'll call it anthrogenic,0
pos,looks like calcite blades yeah this these are like flakes looks,1
neg,what I press no are you still alive is one kilometer a hundred thousand,0
neg,just cut it before i look like an idiot so,0
neg,part up here look at that they sell that stuff in,0
neg,concentrate too hard well I lost like a secret code what was that,0
neg,sometimes you need a little bit of intuition,0
neg,I can't do this this is the [ __ ] ultimate Soria,0
neg,i i remember these snacks these are some these are some good snacks you got here,0
neg,said we're gonna do whack life is merely inside the newlywed,0
neg,awesome the sadness is washing over me get this up here so,0
neg,helping us do this so awesome i picked the wrong career and i'll see you,0
pos,just have too many this is [ __ ] horrible,1
neg,that i've never seen before so i definitely,0
neg,right in the middle right looks good all right you ready to go,0
neg,okay what I'm gonna get twitch arrested if I,0
neg,desperate they move and hide any little slip ups you have made along the way,0
neg,pictures of my face and we go hello and welcome to TV superstars I'm amber Bell,0
neg,can you see let's get a look down here,0
neg,what is that nothing well maybe maybe you shouldn't,0
neg,it's just about the water right so when they like fill in deep into the middle,0
neg,support them because honestly without them ah this,0
neg,hold on that was well this is cool how do people do this i'm,0
neg,it's going to be quartz i hope we get i hope that one is filled with like blue,0
neg,back on so let's do it's this good sell a product,0
neg,you ready one two three,0
neg,eight seven seven eight seven seven nine magic,0
neg,that Oh,0
pos,more thank you you all know it's my birthday today what,1
neg,awesome puddle puppy another bio gator,0
neg,robot attack back away your dog for your life he's really close now,0
neg,we'll try this one i'll try to save that one for later,0
neg,stream I don't do that anyways so whatever goodnight everybody,0
neg,interesting i don't know this is unlike the other ones we've seen,0
pos,how much is this 350 000 for the whole ip,1
neg,screen now that's brilliant too bad I didn't think to do that it's alright my,0
